SDG	Active_concepts	Boosted
SDG04	EU Adult Education Survey	0
SDG04	Emotional Skill	0
SDG04	Foundation Skill	0
SDG04	Human Resource In Science And Technology	0
SDG04	ICT Generic Skill	0
SDG04	Immigrant Student	0
SDG04	Improve Foundation Skill	0
SDG04	Innovative Learning Environment	0
SDG04	Local Skill Strategy	0
SDG04	Longitudinal Information System	0
SDG04	National Workforce Development Fund	0
SDG04	Not In Education , Employment Or Training	1
SDG04	Open Educational Resource	0
SDG04	Programme For International Student Assessment	0
SDG04	Skill Formation Strategy	0
SDG04	Small-and Medium-sized Enterprise	0
SDG04	Specific ICT Skill	0
SDG04	Vacancy Online	0
SDG04	Attend Pre-Primary School	0
SDG04	Auditory Perception	0
SDG04	Basic School Teacher	0
SDG04	Basic Schooling	0
SDG04	Centre For Educational Research And Innovation	0
SDG04	Child Development Support	0
SDG04	Daily Attendance	0
SDG04	Early Childhood	0
SDG04	Education Tertiary Education	0
SDG04	Education Tertiary Education Tertiary	0
SDG04	Entry Rate	0
SDG04	External Education	0
SDG04	General Agreement On Trade In Service	0
SDG04	Human Resource For Science And Technology	0
SDG04	Independent Private Institution	0
SDG04	Knowledge Society	0
SDG04	Net Entry	0
SDG04	Net Entry Rate	0
SDG04	Net Wage Premia	0
SDG04	Pre Primary Classis	0
SDG04	Pre-primary Schooling	0
SDG04	Primary Completion Rate	0
SDG04	Primary School	0
SDG04	Primary School Completion	0
SDG04	Primary School Completion Rate	0
SDG04	Primary School Education	1
SDG04	Single Age-cohorts	0
SDG04	Special Education Institution	0
SDG04	Special Education Unit	0
SDG04	Technical And Far Education	0
SDG04	Tertiary Education	0
SDG04	Tertiary Education Policy	0
SDG04	Tertiary Education System	0
SDG04	Tertiary Education Tertiary	0
SDG04	Transition Presenter	0
SDG04	Upper-secondary Degree Holder	0
SDG04	Absolute Performance	0
SDG04	Assess Job Quality	0
SDG04	Below-average Instruction Time	0
SDG04	Big Data	0
SDG04	Collaborative Platform	0
SDG04	Comprehension Skill	0
SDG04	Data-driven Innovation	0
SDG04	Digital Era	0
SDG04	Digital Revolution	0
SDG04	Early Childhood Care And Education	1
SDG04	Education Policy Country Snapshot	0
SDG04	Education Policy Outlook	0
SDG04	Engagement Work	0
SDG04	Fourth Industrial Revolution	0
SDG04	Great Labour Mobility	0
SDG04	Headline Indicator	0
SDG04	Improve Labour Market Condition	0
SDG04	Informal Employment	0
SDG04	Job Gap	1
SDG04	Labour Market Indicator	0
SDG04	Local Multiplier	0
SDG04	Longe Fit	0
SDG04	Low Wage Earner	0
SDG04	Lower Secondary Teacher	0
SDG04	Make Reform Happen	0
SDG04	Non-routine Job	0
SDG04	Non-standard Job	0
SDG04	OECD Employment Outlook	0
SDG04	Occupational Structure	0
SDG04	Parental Leave	1
SDG04	Policy Outlook	0
SDG04	Pre-service Teacher Training Programme	0
SDG04	Professional Education And Training	0
SDG04	Quality Index	0
SDG04	Quality Job	0
SDG04	Quality Measure	0
SDG04	Research Issue	0
SDG04	Secondary Educatio	0
SDG04	Secondary Vocational Education And Training	0
SDG04	Secular Stagnation	0
SDG04	Selected Policy Response	0
SDG04	Snapshot Survey	0
SDG04	Spider Chart	0
SDG04	State Definition	0
SDG04	Student Destination	0
SDG04	Teaching Practicum	1
SDG04	Technological Unemployment	0
SDG04	Trade Union Institute	0
SDG04	Traditional Labour Market	0
SDG04	Vocational Education And Training	0
SDG04	Work Attribute	0
SDG04	Work-Time Pattern	0
SDG04	Work-life Balance	1
SDG04	Early Child Development	1
SDG04	Equitable Access	0
SDG04	Equitable Quality Education	0
SDG04	High Order Skill	0
SDG04	Household Head	0
SDG04	Household Wealth	0
SDG04	Learning Opportunity	1
SDG04	Lifelong Learning	1
SDG04	Lifelong Learning Opportunity	0
SDG04	Minimum Proficiency	0
SDG04	Primary School Age	0
SDG04	Psychosocial Well-being	0
SDG04	Quality Education	0
SDG04	Representative Household Survey	0
SDG04	Rich Quintile	0
SDG04	Solid Foundation	0
SDG04	Sustainable Development Goal	0
SDG04	Sustainable Development Goal Report	0
SDG04	Technical And Vocational Education And Training	0
SDG04	Technical And Vocational Education Training	0
SDG05	Comprehensive Sexuality Education	1
SDG05	Conditional Cash Transfer	0
SDG05	Demographic Dividend	0
SDG05	Infant Death	0
SDG05	Labour-force Participation	0
SDG05	Modern Contraception	1
SDG05	National Minimum Wage	0
SDG05	Secondary School Scholarship	0
SDG05	Sex Education	1
SDG05	Sex Education Programme	1
SDG05	Adequate Living Condition	0
SDG05	Family Life	1
SDG05	Family Life Education	0
SDG05	Family Planning Service	1
SDG05	Healthcare Facility	0
SDG05	Legal Incapacity	0
SDG05	Rural Woman	1
SDG05	Sex Stereotyping	0
SDG05	Social Security Program	0
SDG05	Temporary Special Measure	0
SDG05	Vocational Guidance	0
SDG05	Woman's Organisation	1
SDG05	Gender Perspective	1
SDG05	Gender Status	1
SDG05	Multipurpose Household Survey	0
SDG05	Young Child Feeding	0
SDG05	Adolescent Birth Rate	1
SDG05	Antenatal Care	0
SDG05	Antenatal Care Visit	0
SDG05	Health Personnel	0
SDG05	High Maternal Mortality	0
SDG05	Live Birth	1
SDG05	Maternal Health	1
SDG05	Maternal Health Care	1
SDG05	Millennium Development Goal Report	0
SDG05	Pregnant Woman	1
SDG05	Skilled Health Personnel	0
SDG05	Skilled Health Professional	0
SDG05	Cervical Cancer	1
SDG05	Commercial Sex Worker	1
SDG05	Economic Empowerment	1
SDG05	Embed Gender Consideration	1
SDG05	Female NEETs	1
SDG05	Post-conflict Reconstruction	0
SDG05	Responsible Sexual Behaviour	0
SDG05	Safe Sex	1
SDG05	Sexual Behaviour	0
SDG05	Sexual Favour	0
SDG05	Sexual Health	1
SDG05	Sexual Partner	1
SDG05	Woman’s Ability	1
SDG05	Digital Access Divide	1
SDG05	Empower Woman	0
SDG05	Financial Awareness	0
SDG05	Financial Education Programme	0
SDG05	Financial Instruction	0
SDG05	Financial Knowledge	0
SDG05	Financial Literacy Measurement	0
SDG05	Financial Literacy Survey	0
SDG05	Gender Difference	0
SDG05	Information And Commu - Nications Technology	0
SDG05	Information And Communication Technology Access	0
SDG05	Information And Communication Technology Policy	1
SDG05	Internet Activism	0
SDG05	Personal Financial Literacy	1
SDG05	Achieve Gender Equality	1
SDG05	Atrocious Crime	0
SDG05	Bodily Harm	0
SDG05	Child Sexual Abuse	0
SDG05	Commonwealth Jurisdiction	0
SDG05	Criminal Code	0
SDG05	Customary Practice	0
SDG05	Discriminatory Law	0
SDG05	Eliminate Gender Disparity	1
SDG05	Equal Opportunity Commission	0
SDG05	Extraordinary Action	0
SDG05	Gang Rape	0
SDG05	Global Commitment	0
SDG05	Human Immunodeficiency Virus	0
SDG05	Human Immunodeficiency Virus Prevalence	0
SDG05	Human Sexuality	0
SDG05	Immunodeficiency Syndrome	0
SDG05	Indecent Assault	0
SDG05	International Arm Conflict	0
SDG05	Mental Harm	0
SDG05	Minority Woman	1
SDG05	Religious Extremism	0
SDG05	Reproductive Health Care	0
SDG05	Reproductive Health Care Service	1
SDG05	Reproductive Health Information	1
SDG05	Reproductive Health Programme	0
SDG05	Sex Discrimination	1
SDG05	Sexual Activity	0
SDG05	Transmitted Infection	0
SDG05	Child Prostitution	0
SDG05	Child Traffick	0
SDG05	Child Victim	0
SDG05	Commercial Sexual Exploitation	1
SDG05	Cross-border Trafficking	0
SDG05	Detect Trafficking Victim	0
SDG05	Domestic Servitude	1
SDG05	Domestic Trafficking	0
SDG05	Gender Profile	1
SDG05	Law Enforcement Official	0
SDG05	Legal Migration Channel	0
SDG05	Migrant Woman Worker	1
SDG05	People Smuggling	0
SDG05	Sex Object	0
SDG05	Sex Offender	0
SDG05	Sex Tourism	1
SDG05	Sex Trafficking	1
SDG05	Sex Worker	1
SDG05	Sexual Intercourse	0
SDG05	Socio-political Context	0
SDG05	Trafficking Flow	0
SDG05	Trafficking Offence	0
SDG05	Trafficking Victim	1
SDG05	Young Daughter	0
SDG05	Sustainable Development Goal	1
SDG05	Sustainable Development Goal Indicator	1
SDG05	Sustainable Development Goal Report	1
SDG05	Sustainable Development Goal Target	1
SDG05	Breast Cancer	0
SDG05	Condom Promotion	0
SDG05	Contraceptive Method	0
SDG05	Contraceptive Pill	0
SDG05	Contraceptive Prevalence Rate	0
SDG05	Contraceptive Provision	1
SDG05	Contraceptive Usage	0
SDG05	Family Planning	0
SDG05	Family Planning Programme	1
SDG05	Female Condom	1
SDG05	Female Sterilization	0
SDG05	Global Fund To Fight Aid , Tuberculosis And Malaria	0
SDG05	Maternal Death	0
SDG05	Maternal Mortality Ratio	1
SDG05	Modern Contraceptive	0
SDG05	Obesity	0
SDG05	Prenatal Car	0
SDG05	Preventative Security	1
SDG05	Regional Advocacy	0
SDG05	Sex Differential	0
SDG05	Skilled Birth Attendant	0
SDG05	Unsafe Abortion	1
SDG05	Equal Employment Opportunity	1
SDG05	Gender-sensitive Language	0
SDG05	National Electoral Institute	0
SDG05	Parency Requirement	0
SDG05	Political Violence	0
SDG05	Work-life Balance	1
SDG05	Work-life Balance Measure	0
SDG05	Work-life Balance Policy	0
SDG05	Affirmative Action	0
SDG05	Government Election	0
SDG05	Local Government Election	0
SDG05	Political Party	0
SDG05	Political Subjugation	0
SDG05	Woman Councillor	0
SDG05	Woman Parliamentarian	1
SDG05	Woman Politician	1
SDG05	Woman Voter	0
SDG05	Woman's Position	0
SDG05	Woman’s Affair	0
SDG05	Woman’s Participation	1
SDG05	Arab Region	0
SDG05	Demographic And Health Survey	0
SDG05	Early Marriage	1
SDG05	End Child Marriage	0
SDG05	Humanitarian Setting	0
SDG05	Marriage Rate	0
SDG05	Married Daughter	1
SDG05	Personal Status	0
SDG05	Personal Status Law	0
SDG05	Syrian Refugee	0
SDG05	Violence Against Woman	1
SDG05	Female Applicant	1
SDG05	Female Researcher	1
SDG05	Glass Ceiling	1
SDG05	Professional Rank	0
SDG05	Science Leadership	0
SDG05	Scientific Career	0
SDG05	Vertical Segregation	0
SDG05	Woman Researcher	1
SDG05	Academic Excellence	0
SDG05	Affirmative Action Policy	0
SDG05	Decision-making Position	0
SDG05	Deputy Speaker	0
SDG05	Female Representation	1
SDG05	Gender Action	1
SDG05	Gender-disaggregated Statistic	0
SDG05	Liberation War	0
SDG05	Lobby Group	0
SDG05	National Parliament	0
SDG05	Party Interest	0
SDG05	Woman Ambassador	1
SDG05	Female Trade	0
SDG05	Senior Role	1
SDG05	Woman Trader	0
SDG05	Gender Quota	1
SDG05	International Parliamentary	0
SDG05	Judicial Appointment	0
SDG05	Party Quota	0
SDG05	Party Voluntary Quota	0
SDG05	Public Life	0
SDG05	Quota Law	1
SDG05	Reserved Seat	0
SDG05	Unconscious Bias	0
SDG05	Woman Candidate	0
SDG05	Woman Judge	0
SDG05	Woman MPs	1
SDG05	Early Childhood Care	1
SDG05	Extend Maternity Leave	1
SDG05	Family Reconciliation	0
SDG05	Family Responsibility	0
SDG05	Female Labour Market Participation	1
SDG05	Female Wage	1
SDG05	Public Policy Change	0
SDG05	Wage Worker	0
SDG05	Work-Family Policy	0
SDG05	Care Work	1
SDG05	High Human Development	0
SDG05	Human Development Group	0
SDG05	Medium Human Development	0
SDG05	Migrant Domestic Worker	0
SDG05	Parental Leave	1
SDG05	Vulnerable Employment	0
SDG05	Disproportionate Responsibility	0
SDG05	Domestic Work	0
SDG05	Equal Pay Legislation	1
SDG05	Female Partner	0
SDG05	Female-dominated Occupation	0
SDG05	Informal Wage Employee	1
SDG05	Low-qualified Earner	1
SDG05	Occupational Segregation	0
SDG05	Pay Care Work	1
SDG05	Social Security Enrolment	0
SDG05	Substantive Equality	0
SDG05	Technical And Vocational Education Training	0
SDG05	Time Poverty	0
SDG05	Unpaid Care	0
SDG05	Unpaid Care Work	1
SDG05	Unpaid Housework	0
SDG05	Unpaid Labour	1
SDG05	Usual Weekly Working	0
SDG05	Commission On The Status Of Woman	0
SDG05	Effective Prosecution	0
SDG05	Effective Prosecution Response	0
SDG05	Evidentiary Rule	0
SDG05	Expert Testimony	0
SDG05	Girl Victim	0
SDG05	Grievous Bodily Harm	0
SDG05	Harmful Traditional Practice	0
SDG05	Honour Crime	1
SDG05	International Criminal Law	0
SDG05	Medical Evidence	0
SDG05	Sex-selective Abortion	1
SDG05	Sexual Assault Case	0
SDG05	Sexual Contact	0
SDG05	Traditional Practice	0
SDG05	Intimate Partner Violence	1
SDG05	Physical Violence	1
SDG05	Psychological Abuse	1
SDG05	Arm Conflict	0
SDG05	Credible Allegation	0
SDG05	Gender-based Violence	1
SDG05	Internal Oversight Service	0
SDG05	Mass Atrocity	0
SDG05	Sexual Exploitation	1
SDG05	War Crime	0
SDG05	Zero-tolerance Policy	0
SDG05	Civil Lawsuit	0
SDG05	Family Violence	1
SDG05	Formal Justice System	0
SDG05	Gender Violence	1
SDG05	International Marriage	0
SDG05	Protection Integrate	0
SDG05	Secondary Victimisation	0
SDG05	Sexual Assault	1
SDG05	Sexual Harassment	1
SDG05	Sexual History	0
SDG05	Sexual Offence	0
SDG05	Sexual Violence	1
SDG05	Adult Care	0
SDG05	Child Domestic Worker	1
SDG05	Contribute Family Worker	0
SDG05	Household Chore	0
SDG05	Household Product	0
SDG05	Informal Employment	1
SDG05	International Classification Of Status In Employment	0
SDG05	International Labour Office	0
SDG05	Maternity Leave	1
SDG05	Non-household Member	0
SDG05	Occupational Grouping	0
SDG05	Paternity Leave	1
SDG05	Production Boundary	0
SDG05	Routine Housework	0
SDG05	Time-use Survey	0
SDG05	Unpaid Household Service	1
SDG05	Unpaid Work	1
SDG05	Unpaid Work Time	1
SDG05	Abortion Policy	1
SDG05	Abortion Service	0
SDG05	Baseline Growth Scenario	0
SDG05	Civil Society Group	0
SDG05	Customary Land Tenure	0
SDG05	Customary Law	0
SDG05	Female Human Capital	0
SDG05	Female Labour Force Participation	1
SDG05	Female Labour Force Participation Rate	0
SDG05	Full-time Equivalent Rate	0
SDG05	Kin Group	0
SDG05	Labour Force Participation	0
SDG05	Labour Force Participation Rate	0
SDG05	Labour Force Projection	0
SDG05	Land Board	0
SDG05	Land Law	0
SDG05	Land Ownership System	1
SDG05	Land Title	0
SDG05	Liberal Law	0
SDG05	Reproductive Health Issue	0
SDG05	Reproductive Health Policy	1
SDG05	Reproductive Health Service	0
SDG05	Safe Abortion	1
SDG05	Safe Abortion Service	0
SDG05	Steady Growth Rate	0
SDG05	Traditional Norm	0
SDG05	Unequal Power Relation	1
SDG05	Violence Policy	0
SDG05	Legislative Quota	0
SDG05	Link Gender	0
SDG05	Political Leadership	1
SDG05	Proportional Representation	1
SDG05	Proportional Representation System	0
SDG05	Full Consent	0
SDG05	Fundamental Freedom	0
SDG05	Incorporate Gender Perspective	1
SDG05	Minimum Legal Age	0
SDG05	Prenatal Sex Selection	0
SDG05	Reproductive Behaviour	0
SDG05	Reproductive Health	1
SDG05	Reproductive Life	0
SDG05	Sex Selection	0
SDG05	Son Preference	1
SDG05	Acid Attack	0
SDG05	Africa Sub-Saharan	0
SDG05	Birth Order	0
SDG05	Body Mass Index	0
SDG05	Bride Price	0
SDG05	Central Gender Institution	0
SDG05	Change Social Institution	0
SDG05	Child Marriage	1
SDG05	Child Survival	0
SDG05	Civil Liberty	0
SDG05	Close Gender Gap	1
SDG05	Closing Gender Gap	1
SDG05	Convention On The Elimination Of All Form Of Discrimination Against Woman	0
SDG05	Cultural Imperialism	0
SDG05	Cultural Liberty	0
SDG05	Customary Marriage	0
SDG05	Discriminatory Institution	0
SDG05	Discriminatory Social Institution	0
SDG05	Domestic Violence	1
SDG05	Dominant Religion	0
SDG05	Dowry Death	0
SDG05	Dowry Related Violence	0
SDG05	Extreme Low Pay	0
SDG05	Family Code	1
SDG05	Female Circumcision	1
SDG05	Female Genital Mutilation	1
SDG05	Female Labour Market Outcome	1
SDG05	Female Literacy	1
SDG05	Female Mortality	1
SDG05	Fertility Decline	0
SDG05	Finance Literature	0
SDG05	Forced Marriage	1
SDG05	Gender , Institution And Development Data	0
SDG05	Gender Analysis	1
SDG05	Gender Budget	0
SDG05	Gender Development Index	0
SDG05	Gender Discrimination	1
SDG05	Gender Empowerment Measurement	1
SDG05	Gender Equality	1
SDG05	Gender Equality Institute	0
SDG05	Gender Equality Reform	0
SDG05	Gender Equality Strategy	0
SDG05	Gender Gap	1
SDG05	Gender Impact	1
SDG05	Gender Impact Assessment	1
SDG05	Gender Inequality	1
SDG05	Gender Mainstreaming	1
SDG05	Gender Pay Gap	1
SDG05	Gender Public Policy	1
SDG05	Gender Sensitive Parliament	0
SDG05	Gender-disaggregated Data	0
SDG05	Gender-related Development Index	0
SDG05	Gender-responsive Budget	1
SDG05	Harmful Practice	0
SDG05	Human Development Outcome	0
SDG05	Improve Gender Equality	1
SDG05	Institute Gender	0
SDG05	Institutional Dimension	0
SDG05	Labour Market Insecurity	0
SDG05	Legislation Recommendation	0
SDG05	Literacy Ratio	0
SDG05	Long-standing Priority	0
SDG05	Low Birth Weight	0
SDG05	Low Birth Weight Baby	0
SDG05	Male-headed Household	0
SDG05	Marriageable Age	1
SDG05	Maternal Mortality	1
SDG05	National Gender Framework	0
SDG05	Not In Education , Employment Or Training	0
SDG05	Not In Education , Employment Or Training Rate	0
SDG05	Nutritional Deprivation	0
SDG05	Nutritional Status	0
SDG05	Parental Authority	0
SDG05	Partial Defence	0
SDG05	Participation Gap	1
SDG05	Penal Code	0
SDG05	Physical Integrity	0
SDG05	Poverty Eradication	0
SDG05	Programme For International Student Assessment	0
SDG05	Promote Gender Equality	1
SDG05	Protection Order	0
SDG05	Reduce Gender Disparity	1
SDG05	Reduce Household Expenditure	0
SDG05	Religious Affiliation	0
SDG05	Religious Authority	0
SDG05	Science , Technology , Engineering And Mathematics	0
SDG05	Science , Technology , Engineering And Mathematics Subject	0
SDG05	Sex Ratio	1
SDG05	Social Institution	0
SDG05	Social Institution And Gender Index	0
SDG05	Tribal Leader	0
SDG05	Under-five Mortality	0
SDG06	3rd World Water Forum	0
SDG06	Adriatic Sea	0
SDG06	Affordability Problem	0
SDG06	Agua Potable	0
SDG06	Alluvial Aquifer	0
SDG06	Anglian Water	0
SDG06	Apply Geoscience Commission	0
SDG06	Approach Integrate Water Resource Management	0
SDG06	Asian Development Bank	0
SDG06	Average Annual Rainfall	0
SDG06	Brackish Water	0
SDG06	CO2 Abatement Cost	0
SDG06	CO2 Emission Intensity	1
SDG06	Capacity Desalination	0
SDG06	Charge Burden	0
SDG06	Clean Development Mechanism	1
SDG06	Clean Drinking Water	1
SDG06	Coastal Aquifer	0
SDG06	Constant Volumetric Rate	0
SDG06	Cooperative Scenario	0
SDG06	Cost Reduction Intervention	0
SDG06	Danube River Basin	0
SDG06	Decrease Block Tariff	0
SDG06	Demand Side Management Programme	0
SDG06	Desalinate Water	0
SDG06	Desalination Cost	0
SDG06	Direct Public Management	0
SDG06	Disposal Waste Disposal	0
SDG06	Drainage Basin	0
SDG06	Drinking Water Company	0
SDG06	Drinking Water Coverage	0
SDG06	Drinking Water Security	0
SDG06	Dutch Water	0
SDG06	Dutch Water Company	0
SDG06	Dutch Water Governance	0
SDG06	Dutch Water Management	0
SDG06	ESCWA Member Country	0
SDG06	ESCWA Region	0
SDG06	ESCWA Water Development Report	0
SDG06	Engineering , Procurement And Construction	0
SDG06	Environmental Load Charge	0
SDG06	Financing Water Infrastructure	0
SDG06	Flood Defence	0
SDG06	Flood Defence Infrastructure	0
SDG06	Flood Plain	0
SDG06	Flooding Issue	0
SDG06	Global Water Partnership	0
SDG06	Govern Water Resource	0
SDG06	Groundwater Body	0
SDG06	Groundwater Flow	0
SDG06	Groundwater Flow Direction	0
SDG06	Groundwater Management	0
SDG06	Gulf Cooperation Council	0
SDG06	Harsh Climatic Condition	0
SDG06	Household Water Charge	0
SDG06	Household Water Service	0
SDG06	Improve Drinking Water Quality	0
SDG06	Improve Natural Resource Management	0
SDG06	Improve Water Service	0
SDG06	Increase Block Tariff	0
SDG06	Infrastructure Defi	0
SDG06	Integrate Water Resource Management Plan	0
SDG06	International Commission For The Protection Of The Danube River	0
SDG06	International Sava River Basin Commission	0
SDG06	International Water Association	0
SDG06	International Water Resource	0
SDG06	Issue Amount	0
SDG06	Karst Aquifer	0
SDG06	Karstic Spring	0
SDG06	Large Desalination	0
SDG06	Lift Wate	0
SDG06	Make Water Reform Happen	0
SDG06	Management Function	0
SDG06	Minimum Flow Rate	0
SDG06	Multi-level Water Governance	0
SDG06	National Integrate Water Resource Management	0
SDG06	National Sustainable Development Strategy	0
SDG06	National Water Authority	0
SDG06	National Water Commission	0
SDG06	National Water Supply	0
SDG06	Netherlands Water	0
SDG06	Nitrate	0
SDG06	Nitrate Runoff	0
SDG06	Non-conventional Water	0
SDG06	OECD Development Centre Policy Insight	0
SDG06	OECD Environmental Performance Review	0
SDG06	OECD Multi-level Governance Framework	0
SDG06	Pacific Island Country	0
SDG06	Pacific Island Forum Secretariat	0
SDG06	Pacific Small Island Develop State	0
SDG06	Pipe Water Supply	0
SDG06	Plant Online	0
SDG06	Po River Basin	0
SDG06	Pressure Factor	0
SDG06	Price Water Resource	0
SDG06	Price Water Supply	0
SDG06	Primary Flood Defence	0
SDG06	Private Private Private	0
SDG06	Private Sector Participation	0
SDG06	Private Sector Participation Contract	0
SDG06	Private Water	0
SDG06	Proper Sanita	0
SDG06	Provisional Water	0
SDG06	Public Tap	0
SDG06	Red Sea	0
SDG06	Reduce Water Pollution	0
SDG06	Regional Water Authority	0
SDG06	Regional Water Plan	0
SDG06	Regionalised Water System	0
SDG06	Regulatory Function	0
SDG06	Reverse Osmosis	0
SDG06	River Basin	0
SDG06	River Basin District	0
SDG06	River Basin Management	0
SDG06	River Basin Management Plan	0
SDG06	River Basin Organisation	0
SDG06	Rural Water	1
SDG06	Rural Water Supply	0
SDG06	Safe Drinking Water	0
SDG06	Sanitation Sector	1
SDG06	Sanitation Service OECD	0
SDG06	Sanitation Service Provision	0
SDG06	Sava River Basin	0
SDG06	Scarce Water Resource	1
SDG06	Scientific Research Council	0
SDG06	Seawater Desalination	0
SDG06	Seawater Desalination Plant	0
SDG06	Sector Board Discussion Paper Series	0
SDG06	Severe Water Shortage	1
SDG06	Sewage Collection	0
SDG06	Shared Water Resource	0
SDG06	South Pacific Commission	0
SDG06	State Water Commission	0
SDG06	State Water Project	0
SDG06	Stockholm International Water Institute	0
SDG06	Structural Flood Defence	0
SDG06	Surface-water System	0
SDG06	Sustainable Development Policy Framework	0
SDG06	Sustainable Water	0
SDG06	Sustainable Water Management	0
SDG06	Thermal Energy	0
SDG06	Tisza River Basin	0
SDG06	Total Annual Saving	0
SDG06	Transboundary Agreement	0
SDG06	Transboundary Aquifer	0
SDG06	Transboundary Flood Management	0
SDG06	Transboundary Groundwater	0
SDG06	Transboundary Impact	0
SDG06	Uncontrolled Dumpsite	0
SDG06	United Nations Environment Programme	0
SDG06	Universal Access	0
SDG06	Urban Water	1
SDG06	Urban Water Governance	0
SDG06	Urban Water Management	0
SDG06	Urban Water Sector	0
SDG06	Volumetric Rate	0
SDG06	Waste Waste Disposal	0
SDG06	Waste Water Treatment	0
SDG06	Water And Sanitation Service	0
SDG06	Water Authority	0
SDG06	Water Bill	0
SDG06	Water Chain	1
SDG06	Water Charge	0
SDG06	Water Condition	0
SDG06	Water Framework Directive	1
SDG06	Water Framework Directive Implementation	0
SDG06	Water Governance	1
SDG06	Water Management Function	0
SDG06	Water Management Issue	0
SDG06	Water Quantity	1
SDG06	Water Quantity Issue	0
SDG06	Water Quantity Management	0
SDG06	Water Regulator	0
SDG06	Water Safety Plan	0
SDG06	Water Schedule	0
SDG06	Water Scooter	0
SDG06	Water Security	1
SDG06	Water Service	0
SDG06	Water Service Infrastructure	0
SDG06	Water Service Provider	0
SDG06	Water Service Provision	0
SDG06	Water Transportation	0
SDG06	Water User Association	0
SDG06	Water Utility	1
SDG06	Water Vendor	0
SDG06	Water-saving Device	0
SDG06	Water-use Efficiency	0
SDG06	World Water Council	0
SDG06	Arsenic	0
SDG06	Center For Disease Control	0
SDG06	Childhood Diarrhoea	0
SDG06	Cholera	0
SDG06	Community-led Total Sanitation	0
SDG06	Diarrheal Disease	1
SDG06	Human Excreta	0
SDG06	Hygiene Intervention	0
SDG06	Improve Water Supply	1
SDG06	Joint Monitoring Program	0
SDG06	Non-health Benefit	0
SDG06	Sanitation MDG	0
SDG06	Sodium Hypochlorite	0
SDG06	Treatment Water Quality	0
SDG06	Developm Ent	0
SDG06	Guinea Worm	0
SDG06	Guinea-worm Disease	1
SDG06	Human Development Report	0
SDG06	Human Development Report Office Calculation	0
SDG06	Improve Pit Latrine	1
SDG06	Millennium Development Goal Target	0
SDG06	Orangi Pilot Project	0
SDG06	Pit Latrine	0
SDG06	Pour-flush Latrine	0
SDG06	Rural Sanitarian	1
SDG06	Slum Dweller	0
SDG06	Target Goal	0
SDG06	Toilet Block	0
SDG06	Total Sanitation	0
SDG06	Trachom A	0
SDG06	Domestic Chore	0
SDG06	Flush Toilet	0
SDG06	Fuel Gatherer	0
SDG06	Household Budget Survey	0
SDG06	Household Worker	0
SDG06	Live Standard Measurement Survey	0
SDG06	Unpaid Work	0
SDG06	Water Collector	1
SDG06	Work Burden	0
SDG06	Improve Water Management	0
SDG06	Water Price	0
SDG06	Alternative Water Source	0
SDG06	Global Water Demand	0
SDG06	Global Water Intelligence	0
SDG06	National Water Initiative	0
SDG06	Policy Water Reform	0
SDG06	Sector Water Management	0
SDG06	Severe Water Stress	0
SDG06	Virtual Water	0
SDG06	Water Footprint	0
SDG06	Water Funding	0
SDG06	Water Information System	0
SDG06	Water Policy	1
SDG06	Water Reform	0
SDG06	Water Reform Challenge	0
SDG06	Water Supply And Sanitation	0
SDG06	Water Supply And Sanitation Sector	0
SDG06	Water Supply And Sanitation Service	0
SDG06	Willingness To Pay	0
SDG06	Drinking Water Source	0
SDG06	Experience Water Stress	0
SDG06	Global Population	0
SDG06	Improve Drinking Water Source	0
SDG06	Improve Sanitation Facility	0
SDG06	Improve Water Source	0
SDG06	Inadequate Sanitation	0
SDG06	Integrate Water Resource Management	0
SDG06	Renewable Freshwater Resource	0
SDG06	Sustainable Development Goal	1
SDG06	Total Renewable Freshwater	0
SDG06	Water	1
SDG06	Water Resource	1
SDG06	Water Stress	0
SDG06	Affordable Water	0
SDG06	Affordable Water Service	0
SDG06	Clean Water	1
SDG06	Clean Water Supply	1
SDG06	Desalination Plant	0
SDG06	Desalination Process	0
SDG06	Desalination Technology	0
SDG06	Drinking Water	1
SDG06	Drinking Water Quality	0
SDG06	Drinking Water Standard	0
SDG06	Drinking Water Supply	0
SDG06	Freshwater Resource	0
SDG06	Freshwater Withdrawal	0
SDG06	Hygiene Practice	0
SDG06	Hygiene Standard	0
SDG06	Open Defecation	0
SDG06	Recycling Facility	1
SDG06	Recycling Programme	0
SDG06	Recycling Rate	0
SDG06	River Ecosystem	0
SDG06	River Management	0
SDG06	River Water	0
SDG06	River Water Quality	0
SDG06	Sanitation Coverage	1
SDG06	Sanitation Facility	0
SDG06	Sanitation Infrastructure	1
SDG06	Sanitation Program	0
SDG06	Sanitation Service	0
SDG06	Sanitation System	0
SDG06	Sanitation Water	1
SDG06	Transboundary Cooperation	0
SDG06	Transboundary Water	0
SDG06	Transboundary Water Agreement	0
SDG06	Transboundary Water Body	0
SDG06	Transboundary Water Cooperation	1
SDG06	Transboundary Water Management	1
SDG06	Transboundary Water Management Issue	0
SDG06	Transboundary Water Resource	0
SDG06	Transboundary Watercourse	0
SDG06	Wastewater Treatment	1
SDG06	Wastewater Treatment Facility	0
SDG06	Wastewater Treatment Infrastructure	0
SDG06	Wastewater Treatment Plant	0
SDG06	Wastewater Treatment System	0
SDG06	Water Accessibility	1
SDG06	Water Ecosystem	0
