SDG	Pub_doi	Pub_title	Pub_concept	SDG_short	Publisher
climate-action	10.1787/9789264265493-8-en	"Building an Inclusive Mexico - Time poverty, informal work and women 's jobs in Mexico"	bis Unpaid Work	climate-action	OECD
climate-action	10.1787/9789264265493-8-en	"Building an Inclusive Mexico - Time poverty, informal work and women 's jobs in Mexico"	bis European Union Statistics On Income And Live Condition	climate-action	OECD
climate-action	10.1787/9789264265493-8-en	"Building an Inclusive Mexico - Time poverty, informal work and women 's jobs in Mexico"	bis Female Partner	climate-action	OECD
climate-action	10.1787/9789264265493-8-en	"Building an Inclusive Mexico - Time poverty, informal work and women 's jobs in Mexico"	bis Unpaid Housework	climate-action	OECD
climate-action	10.1787/9789264265493-8-en	"Building an Inclusive Mexico - Time poverty, informal work and women 's jobs in Mexico"	bis OECD Gender Data Portal	climate-action	OECD
climate-action	10.1787/9789264265493-8-en	"Building an Inclusive Mexico - Time poverty, informal work and women 's jobs in Mexico"	bis Survey Of Labour And Income Dynamics	climate-action	OECD
climate-action	10.1787/9789264265493-8-en	"Building an Inclusive Mexico - Time poverty, informal work and women 's jobs in Mexico"	bis IND IRL Ita JPN Kor	climate-action	OECD
climate-action	10.1787/9789264265493-8-en	"Building an Inclusive Mexico - Time poverty, informal work and women 's jobs in Mexico"	bis Domestic Worker	climate-action	OECD
climate-action	10.1787/9789264265493-8-en	"Building an Inclusive Mexico - Time poverty, informal work and women 's jobs in Mexico"	bis Lower Earning Quality	climate-action	OECD
climate-action	10.1787/9789264265493-8-en	"Building an Inclusive Mexico - Time poverty, informal work and women 's jobs in Mexico"	bis Social Security Enrolment	climate-action	OECD
climate-action	10.1787/9789264265493-8-en	"Building an Inclusive Mexico - Time poverty, informal work and women 's jobs in Mexico"	bis Unpaid Labour	climate-action	OECD
climate-action	10.1787/9789264265493-8-en	"Building an Inclusive Mexico - Time poverty, informal work and women 's jobs in Mexico"	bis Unpaid Care Work	climate-action	OECD
climate-action	10.1787/9789264265493-8-en	"Building an Inclusive Mexico - Time poverty, informal work and women 's jobs in Mexico"	bis Disproportionate Responsibility	climate-action	OECD
climate-action	10.1787/9789264265493-8-en	"Building an Inclusive Mexico - Time poverty, informal work and women 's jobs in Mexico"	bis Equality OECD	climate-action	OECD
climate-action	10.18356/8e19c23f-en	The World 's Women 2010 - Work	bis Commonwealth Of Inde - Pendent State	climate-action	UN
climate-action	10.18356/8e19c23f-en	The World 's Women 2010 - Work	bis International Labour Office	climate-action	UN
climate-action	10.18356/8e19c23f-en	The World 's Women 2010 - Work	bis System Of National Account Production Boundary	climate-action	UN
climate-action	10.18356/8e19c23f-en	The World 's Women 2010 - Work	bis International Classification Of Status In Employment	climate-action	UN
climate-action	10.18356/8e19c23f-en	The World 's Women 2010 - Work	bis System Of National Account	climate-action	UN
climate-action	10.18356/8e19c23f-en	The World 's Women 2010 - Work	bis International Conference Of Labour Statistician	climate-action	UN
climate-action	10.18356/8e19c23f-en	The World 's Women 2010 - Work	bis Child Domestic Work	climate-action	UN
climate-action	10.18356/8e19c23f-en	The World 's Women 2010 - Work	bis Contribute Family Worker	climate-action	UN
climate-action	10.18356/8e19c23f-en	The World 's Women 2010 - Work	bis Gender Pay Gap	climate-action	UN
climate-action	10.18356/8e19c23f-en	The World 's Women 2010 - Work	bis 17th International Conference Of Labour Statistician	climate-action	UN
climate-action	10.18356/8e19c23f-en	The World 's Women 2010 - Work	bis Household Chore	climate-action	UN
climate-action	10.18356/8e19c23f-en	The World 's Women 2010 - Work	bis Unpaid Household Service	climate-action	UN
climate-action	10.18356/8e19c23f-en	The World 's Women 2010 - Work	bis Informal Employment	climate-action	UN
climate-action	10.18356/8e19c23f-en	The World 's Women 2010 - Work	bis Child Labour	climate-action	UN
climate-action	10.18356/8e19c23f-en	The World 's Women 2010 - Work	bis United Nations Statistics Division	climate-action	UN
climate-action	10.18356/8e19c23f-en	The World 's Women 2010 - Work	bis Own-account Worker	climate-action	UN
climate-action	10.18356/8e19c23f-en	The World 's Women 2010 - Work	bis Occupation Group	climate-action	UN
climate-action	10.18356/8e19c23f-en	The World 's Women 2010 - Work	bis Paternity Leave	climate-action	UN
climate-action	10.18356/8e19c23f-en	The World 's Women 2010 - Work	bis Maternity Leave	climate-action	UN
climate-action	10.18356/8e19c23f-en	The World 's Women 2010 - Work	bis Production Boundary	climate-action	UN
climate-action	10.18356/4a593aa3-en	"Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of ????????? harmful practices ?????? against women, and international and regional legal and policy frameworks"	bis Female Genital Mutilation	climate-action	UN
climate-action	10.18356/4a593aa3-en	"Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of ????????? harmful practices ?????? against women, and international and regional legal and policy frameworks"	bis Committee On The Elimination Of Discrimination Against Woman	climate-action	UN
climate-action	10.18356/4a593aa3-en	"Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of ????????? harmful practices ?????? against women, and international and regional legal and policy frameworks"	bis United Nations General Assembly Resolution	climate-action	UN
climate-action	10.18356/4a593aa3-en	"Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of ????????? harmful practices ?????? against women, and international and regional legal and policy frameworks"	bis Commission On The Status Of Woman	climate-action	UN
climate-action	10.18356/4a593aa3-en	"Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of ????????? harmful practices ?????? against women, and international and regional legal and policy frameworks"	bis Harmful Practice	climate-action	UN
climate-action	10.18356/4a593aa3-en	"Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of ????????? harmful practices ?????? against women, and international and regional legal and policy frameworks"	bis Forced Marriage	climate-action	UN
climate-action	10.18356/4a593aa3-en	"Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of ????????? harmful practices ?????? against women, and international and regional legal and policy frameworks"	bis Prenatal Sex Selection	climate-action	UN
climate-action	10.18356/4a593aa3-en	"Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of ????????? harmful practices ?????? against women, and international and regional legal and policy frameworks"	bis Harmful Traditional Practice	climate-action	UN
climate-action	10.18356/4a593aa3-en	"Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of ????????? harmful practices ?????? against women, and international and regional legal and policy frameworks"	bis Female Circumcision	climate-action	UN
climate-action	10.18356/4a593aa3-en	"Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of ????????? harmful practices ?????? against women, and international and regional legal and policy frameworks"	bis Honour Crime	climate-action	UN
climate-action	10.18356/4a593aa3-en	"Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of ????????? harmful practices ?????? against women, and international and regional legal and policy frameworks"	bis Child Marriage	climate-action	UN
climate-action	10.18356/4a593aa3-en	"Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of ????????? harmful practices ?????? against women, and international and regional legal and policy frameworks"	bis Supra Note	climate-action	UN
climate-action	10.18356/4a593aa3-en	"Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of ????????? harmful practices ?????? against women, and international and regional legal and policy frameworks"	bis Sex Selective Abortion	climate-action	UN
climate-action	10.18356/4a593aa3-en	"Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of ????????? harmful practices ?????? against women, and international and regional legal and policy frameworks"	bis United Nations General	climate-action	UN
climate-action	10.18356/4a593aa3-en	"Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of ????????? harmful practices ?????? against women, and international and regional legal and policy frameworks"	bis Revolutionary United Front	climate-action	UN
climate-action	10.18356/4a593aa3-en	"Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of ????????? harmful practices ?????? against women, and international and regional legal and policy frameworks"	bis Dowry-related Violence	climate-action	UN
climate-action	10.18356/4a593aa3-en	"Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of ????????? harmful practices ?????? against women, and international and regional legal and policy frameworks"	bis International Criminal Law	climate-action	UN
climate-action	10.18356/4a593aa3-en	"Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of ????????? harmful practices ?????? against women, and international and regional legal and policy frameworks"	bis State Parti	climate-action	UN
climate-action	10.18356/4a593aa3-en	"Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of ????????? harmful practices ?????? against women, and international and regional legal and policy frameworks"	bis Traditional Practice	climate-action	UN
climate-action	10.18356/4a593aa3-en	"Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of ????????? harmful practices ?????? against women, and international and regional legal and policy frameworks"	bis Grievous Bodily Harm	climate-action	UN
climate-action	10.18356/227eb3c5-en	The World 's Women 2010 - Health	bis Man Woman Man Woman Man	climate-action	UN
climate-action	10.18356/227eb3c5-en	The World 's Women 2010 - Health	bis Woman Man Woman Man Woman	climate-action	UN
climate-action	10.18356/227eb3c5-en	The World 's Women 2010 - Health	bis Man Woman Man	climate-action	UN
climate-action	10.18356/227eb3c5-en	The World 's Women 2010 - Health	bis Woman Man Woman	climate-action	UN
climate-action	10.18356/227eb3c5-en	The World 's Women 2010 - Health	bis Maternal Mortality Ratio	climate-action	UN
climate-action	10.18356/227eb3c5-en	The World 's Women 2010 - Health	bis Skilled Birth Attendant	climate-action	UN
climate-action	10.18356/227eb3c5-en	The World 's Women 2010 - Health	bis Cancer	climate-action	UN
climate-action	10.18356/227eb3c5-en	The World 's Women 2010 - Health	bis Cancer Death	climate-action	UN
climate-action	10.18356/227eb3c5-en	The World 's Women 2010 - Health	bis Prenatal Care	climate-action	UN
climate-action	10.18356/227eb3c5-en	The World 's Women 2010 - Health	bis Polio Immunization	climate-action	UN
climate-action	10.18356/227eb3c5-en	The World 's Women 2010 - Health	bis Parasitic Disease	climate-action	UN
climate-action	10.18356/227eb3c5-en	The World 's Women 2010 - Health	bis Maternal Death	climate-action	UN
climate-action	10.18356/227eb3c5-en	The World 's Women 2010 - Health	bis Obesity	climate-action	UN
climate-action	10.18356/227eb3c5-en	The World 's Women 2010 - Health	bis Develop Region	climate-action	UN
climate-action	10.18356/227eb3c5-en	The World 's Women 2010 - Health	bis Cervix Uterus	climate-action	UN
climate-action	10.18356/227eb3c5-en	The World 's Women 2010 - Health	bis Sex Differential	climate-action	UN
climate-action	10.18356/227eb3c5-en	The World 's Women 2010 - Health	bis Breast Cancer	climate-action	UN
climate-action	10.18356/227eb3c5-en	The World 's Women 2010 - Health	bis Unsafe Abortion	climate-action	UN
climate-action	10.18356/227eb3c5-en	The World 's Women 2010 - Health	bis Multiple Indicator Cluster Survey	climate-action	UN
climate-action	10.18356/227eb3c5-en	The World 's Women 2010 - Health	bis Woman Man Figure	climate-action	UN
climate-action	10.18356/07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	bis Asia-Pacific Population Journal	climate-action	UN
climate-action	10.18356/07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	bis Contraceptive Security	climate-action	UN
climate-action	10.18356/07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	bis Contraceptive Prevalence Rate	climate-action	UN
climate-action	10.18356/07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	"bis Global Fund To Fight Aid , Tuberculosis And Malaria"	climate-action	UN
climate-action	10.18356/07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	bis Modern Contraceptive	climate-action	UN
climate-action	10.18356/07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	bis Contraceptive Supply	climate-action	UN
climate-action	10.18356/07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	bis Family Planning Program	climate-action	UN
climate-action	10.18356/07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	bis Department For International Development	climate-action	UN
climate-action	10.18356/07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	bis Maternal Mortality Ratio	climate-action	UN
climate-action	10.18356/07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	bis Female Sterilization	climate-action	UN
climate-action	10.18356/07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	bis Family Planning	climate-action	UN
climate-action	10.18356/07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	bis Social Marketing	climate-action	UN
climate-action	10.18356/07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	bis Contraceptive Method	climate-action	UN
climate-action	10.18356/07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	bis Contraceptive Pill	climate-action	UN
climate-action	10.18356/07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	bis Female Condom	climate-action	UN
climate-action	10.18356/07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	bis Kreditanstalt F R Wiederaufbau	climate-action	UN
climate-action	10.18356/07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	bis Contraceptive User	climate-action	UN
climate-action	10.18356/07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	bis Condom Promotion	climate-action	UN
climate-action	10.18356/07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	bis Reproductive Health	climate-action	UN
climate-action	10.18356/07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	bis Regional Advocacy	climate-action	UN
climate-action	10.14217/9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	bis African National Congress	climate-action	CW
climate-action	10.14217/9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	bis Democratic Alliance	climate-action	CW
climate-action	10.14217/9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	bis South African Woman	climate-action	CW
climate-action	10.14217/9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	bis Southern African Development Community	climate-action	CW
climate-action	10.14217/9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	bis Gender Link	climate-action	CW
climate-action	10.14217/9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	bis Phumzile Mlambo-Ngcuka	climate-action	CW
climate-action	10.14217/9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	bis Proportional Representation	climate-action	CW
climate-action	10.14217/9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	bis Portfolio Committee	climate-action	CW
climate-action	10.14217/9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	bis National Prosecute Authority	climate-action	CW
climate-action	10.14217/9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	bis National Democratic Institute	climate-action	CW
climate-action	10.14217/9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	bis Gender Equality	climate-action	CW
climate-action	10.14217/9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	bis Southern African Development Community Protocol	climate-action	CW
climate-action	10.14217/9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	bis African Woman	climate-action	CW
climate-action	10.14217/9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	bis Proportional Representation System	climate-action	CW
climate-action	10.14217/9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	bis Opposition Democratic	climate-action	CW
climate-action	10.14217/9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	bis Cent Quota	climate-action	CW
climate-action	10.14217/9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	bis Ward Councillor	climate-action	CW
climate-action	10.14217/9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	bis Political Leadership	climate-action	CW
climate-action	10.14217/9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	bis Legislate Quota	climate-action	CW
climate-action	10.14217/9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	bis Mining Charter	climate-action	CW
climate-action	10.18356/1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	bis Human Development Report Office Calculation	climate-action	UN
climate-action	10.18356/1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	bis Unpaid Care Work	climate-action	UN
climate-action	10.18356/1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	bis Unpaid Work	climate-action	UN
climate-action	10.18356/1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	bis Unpaid Care	climate-action	UN
climate-action	10.18356/1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	bis Human Development Report	climate-action	UN
climate-action	10.18356/1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	bis Medium Human Development	climate-action	UN
climate-action	10.18356/1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	bis High Human Development	climate-action	UN
climate-action	10.18356/1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	bis Human Development Country	climate-action	UN
climate-action	10.18356/1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	bis Vulnerable Employment	climate-action	UN
climate-action	10.18356/1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	bis Human Development Grouping	climate-action	UN
climate-action	10.18356/1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	bis Paternity Leave	climate-action	UN
climate-action	10.18356/1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	bis Eld Care	climate-action	UN
climate-action	10.18356/1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	bis Care Work	climate-action	UN
climate-action	10.18356/1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	bis Parental Leave	climate-action	UN
climate-action	10.18356/1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	bis Domestic Worker	climate-action	UN
climate-action	10.18356/1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	bis Domestic Migrant Worker	climate-action	UN
climate-action	10.18356/1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	bis South Asia Sub-Saharan	climate-action	UN
climate-action	10.18356/1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	bis Low Human Development	climate-action	UN
climate-action	10.18356/1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	bis Migrant Caregiv	climate-action	UN
climate-action	10.18356/1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	bis Main Data Source Column	climate-action	UN
climate-action	10.18356/1f42dd52-en	"Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility"	bis Public Policy Change	climate-action	UN
climate-action	10.18356/1f42dd52-en	"Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility"	bis LATIN AMERICA	climate-action	UN
climate-action	10.18356/1f42dd52-en	"Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility"	bis Paternity Leave	climate-action	UN
climate-action	10.18356/1f42dd52-en	"Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility"	bis Early Childhood Care	climate-action	UN
climate-action	10.18356/1f42dd52-en	"Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility"	bis Maternity Leave	climate-action	UN
climate-action	10.18356/1f42dd52-en	"Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility"	bis Extend Maternity Leave	climate-action	UN
climate-action	10.18356/1f42dd52-en	"Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility"	bis Domestic Worker	climate-action	UN
climate-action	10.18356/1f42dd52-en	"Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility"	bis Parental Leave	climate-action	UN
climate-action	10.18356/1f42dd52-en	"Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility"	bis Family Reconciliation	climate-action	UN
climate-action	10.18356/1f42dd52-en	"Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility"	bis Female Wage	climate-action	UN
climate-action	10.18356/1f42dd52-en	"Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility"	bis United Nations Research Institute	climate-action	UN
climate-action	10.18356/1f42dd52-en	"Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility"	bis Female Labour Market Participation	climate-action	UN
climate-action	10.18356/1f42dd52-en	"Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility"	bis Early Childhood	climate-action	UN
climate-action	10.18356/1f42dd52-en	"Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility"	bis Millenium Development Goal	climate-action	UN
climate-action	10.18356/1f42dd52-en	"Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility"	bis Wage Worker	climate-action	UN
climate-action	10.18356/1f42dd52-en	"Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility"	bis Work-family Policy	climate-action	UN
climate-action	10.18356/1f42dd52-en	"Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility"	bis Family Responsibility	climate-action	UN
climate-action	10.18356/1f42dd52-en	"Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility"	bis Conditional Cash Transfer Scheme	climate-action	UN
climate-action	10.18356/1f42dd52-en	"Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility"	bis Sequential Policy	climate-action	UN
climate-action	10.18356/1f42dd52-en	"Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility"	bis Social Panorama	climate-action	UN
climate-action	10.18356/b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	bis Forensic Evidence	climate-action	UN
climate-action	10.18356/b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	bis Forensic Examination	climate-action	UN
climate-action	10.18356/b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	bis Effective Prosecution Response	climate-action	UN
climate-action	10.18356/b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	bis Sexual Assault	climate-action	UN
climate-action	10.18356/b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	bis Crime Scene	climate-action	UN
climate-action	10.18356/b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	bis Polymerase Chain Reaction	climate-action	UN
climate-action	10.18356/b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	bis Expert Witness	climate-action	UN
climate-action	10.18356/b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	bis Effective Prosecution	climate-action	UN
climate-action	10.18356/b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	bis Sexual Violence	climate-action	UN
climate-action	10.18356/b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	bis Sexual Assault Case	climate-action	UN
climate-action	10.18356/b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	bis Expert Testimony	climate-action	UN
climate-action	10.18356/b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	bis Case Involve	climate-action	UN
climate-action	10.18356/b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	bis Adverse Inference	climate-action	UN
climate-action	10.18356/b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	bis Girl Victim	climate-action	UN
climate-action	10.18356/b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	bis Physical Evidence	climate-action	UN
climate-action	10.18356/b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	bis Domestic Violence	climate-action	UN
climate-action	10.18356/b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	bis Evidentiary Rule	climate-action	UN
climate-action	10.18356/b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	bis Medical Evidence	climate-action	UN
climate-action	10.18356/b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	bis gamma-Hydroxybutyric Acid	climate-action	UN
climate-action	10.18356/b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	bis Sexual Contact	climate-action	UN
climate-action	10.14217/5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	bis International Trade Working Paper	climate-action	CW
climate-action	10.14217/5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	bis United Nations Conference On Trade And Development	climate-action	CW
climate-action	10.14217/5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	bis Simplify Trading Regime	climate-action	CW
climate-action	10.14217/5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	bis Gender Impact Assessment	climate-action	CW
climate-action	10.14217/5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	bis Small Island Develop States	climate-action	CW
climate-action	10.14217/5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	bis World Trade Organization	climate-action	CW
climate-action	10.14217/5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	bis Sustainability Impact Assessment	climate-action	CW
climate-action	10.14217/5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	bis Trade Negotiator	climate-action	CW
