SDG	Active_concepts	Boosted
decent-work-growth	Tourism Service	0
decent-work-growth	Tropical Medicine	0
decent-work-growth	Work Motivation	0
decent-work-growth	Work-life Balance	1
decent-work-growth	Working-time Arrangement	0
decent-work-growth	sub-Dimension 5a	0
decent-work-growth	Armed Group	0
decent-work-growth	Baseline Labour	0
decent-work-growth	"Business , Innovation And Skill"	0
decent-work-growth	Child Labour	0
decent-work-growth	Comprehensive Social Security	0
decent-work-growth	Contributory Social-protection	0
decent-work-growth	Cross-sectional Research	0
decent-work-growth	Dark Figure	0
decent-work-growth	Debt Bond	0
decent-work-growth	Decent Work Opportunity	0
decent-work-growth	Ebola Response	0
decent-work-growth	Economic Solidarity	0
decent-work-growth	Equal Dual Earner Couple	0
decent-work-growth	Explosive Weapon	0
decent-work-growth	False Positive	0
decent-work-growth	Forceful Removal	0
decent-work-growth	Gang Member	0
decent-work-growth	Gender Pay Gap	0
decent-work-growth	Gender Wage Gap	1
decent-work-growth	Great Labour Market Flexibility	0
decent-work-growth	Human Traf	0
decent-work-growth	Human Trafficking	0
decent-work-growth	Human Trafficking Case	0
decent-work-growth	Inclusive Development	0
decent-work-growth	Income Inequality	1
decent-work-growth	Income Poverty	0
decent-work-growth	Informal Job	0
decent-work-growth	Inter-agency Appeal	0
decent-work-growth	Key Indicator Of The Labour Market	0
decent-work-growth	Leaky Pipeline	0
decent-work-growth	Mandatory Project	0
decent-work-growth	Middle East And North Africa Country	0
decent-work-growth	Modern Slavery	0
decent-work-growth	Multidimensional Poverty	0
decent-work-growth	National Income Dynamics Study	0
decent-work-growth	National Time-use Survey	0
decent-work-growth	Non-agricultural Informal Employee	0
decent-work-growth	Non-standard Contract	0
decent-work-growth	Parental Leave	0
decent-work-growth	Pension Gender Gap	0
decent-work-growth	Political Identity	0
decent-work-growth	Poverty Line	0
decent-work-growth	Residential Segregation	0
decent-work-growth	Scale State	0
decent-work-growth	Sex Industry	0
decent-work-growth	Sexual Exploitation	0
decent-work-growth	Sexual Violence	0
decent-work-growth	Stateless People	0
decent-work-growth	Stateless Person	0
decent-work-growth	Total Income Inequality	0
decent-work-growth	Total Inequality	0
decent-work-growth	Total Scale	0
decent-work-growth	Traffic Person	0
decent-work-growth	Trafficking Case	0
decent-work-growth	Trafficking Situation	0
decent-work-growth	Unfounded Assumption	0
decent-work-growth	Victim Assistance	0
decent-work-growth	Vulnerable Employment	0
decent-work-growth	Weather-related Event	0
decent-work-growth	World Humanitarian Data	0
decent-work-growth	Associational Life	0
decent-work-growth	Capital Social	0
decent-work-growth	Change Expenditure Pattern	0
decent-work-growth	Civic Engagement	0
decent-work-growth	Classic Pattern	0
decent-work-growth	Cross-country Regression Analysis	0
decent-work-growth	Efficient Resource	0
decent-work-growth	Employment Creation	1
decent-work-growth	Employment Intensity	0
decent-work-growth	Employment-intensive Growth	1
decent-work-growth	Entrepreneurial Capability	0
decent-work-growth	Extend Producer Responsibility Programme	0
decent-work-growth	Extended Producer Responsibility	0
decent-work-growth	Extended Producer Responsibility Scheme	0
decent-work-growth	Extended Producer Responsibility System	0
decent-work-growth	General Assembly Special Session	0
decent-work-growth	Genuine Progress Indicator	0
decent-work-growth	Green Public Purchasing	0
decent-work-growth	Gross Domestic Product	0
decent-work-growth	Human Resource And Development Canada	0
decent-work-growth	Import-substituting Activity	0
decent-work-growth	Improve Resource Efficiency	0
decent-work-growth	Industrial Symbiosis	0
decent-work-growth	Influence Consumer Demand	0
decent-work-growth	Influence Consumption Pattern	0
decent-work-growth	Influence Production Pattern	0
decent-work-growth	Insurance Extended Producer Responsibility	0
decent-work-growth	Intermodal Surface Transportation Efficiency Act	0
decent-work-growth	International Council For Local Environmental Initiative	0
decent-work-growth	International Crime Victim Survey	0
decent-work-growth	International Resource Panel	0
decent-work-growth	International Technological Frontier	0
decent-work-growth	LDC Context	0
decent-work-growth	LDC Economy	0
decent-work-growth	LDC Population	0
decent-work-growth	Linkage Employment	0
decent-work-growth	Member Country Enterprise	0
decent-work-growth	National Child Development Study	0
decent-work-growth	Non-farm Rural Activity	0
decent-work-growth	Non-tradable Activity	0
decent-work-growth	Non-trade Sector	0
decent-work-growth	Product Lifecycles	0
decent-work-growth	Promote Resource Efficiency	0
decent-work-growth	Resource Efficiency Policy	0
decent-work-growth	Resource-efficient Economy	0
decent-work-growth	Social Connectedness	0
decent-work-growth	Social Instrument	0
decent-work-growth	Social Tie	0
decent-work-growth	Subsistence Activity	0
decent-work-growth	Sustainable Consumption	0
decent-work-growth	Sustainable Consumption Pattern	0
decent-work-growth	Sustainable Material Management	0
decent-work-growth	Sustainable Material Management	0
decent-work-growth	Symposium Report	0
decent-work-growth	Third International Mathematic And Science Survey	0
decent-work-growth	Three-pronged Approach	0
decent-work-growth	Unsustainable Consumption Pattern	0
decent-work-growth	Unsustainable Pattern	0
decent-work-growth	Adult Literacy Rate	0
decent-work-growth	Aid Dependency	0
decent-work-growth	Average Equivalent Income	0
decent-work-growth	Average Household Income	0
decent-work-growth	Broad-based Economic Growth	0
decent-work-growth	Central Government Expenditure	0
decent-work-growth	Component Inequality3	0
decent-work-growth	Comprehensive Development Framework	0
decent-work-growth	Constant Relative Risk Aversion	0
decent-work-growth	Constant Relative Risk-aversion Utility	0
decent-work-growth	Economic Growth Poverty	0
decent-work-growth	Education Completion	0
decent-work-growth	Equivalent Income Approach	0
decent-work-growth	Equivalised Income	0
decent-work-growth	Heavily Indebted Poor Country	1
decent-work-growth	Household Income Growth	0
decent-work-growth	Inclusive Growth	0
decent-work-growth	Indirect Utility Function	0
decent-work-growth	Intervention Poverty	0
decent-work-growth	Job Attribute	0
decent-work-growth	Key Index	0
decent-work-growth	Life Satisfaction	1
decent-work-growth	Multi-dimensional Living Standard	0
decent-work-growth	Multidimensional Living Standard	0
decent-work-growth	Non-income Dimension	0
decent-work-growth	Population Index	0
decent-work-growth	Poverty Eradication Action Plan	0
decent-work-growth	Poverty Reduction Strategy	0
decent-work-growth	Poverty Reduction Strategy Paper	0
decent-work-growth	Primary Education Completion Rate	0
decent-work-growth	Pro-poor Growth	0
decent-work-growth	Reduction Intervention	0
decent-work-growth	Shadow Prex	0
decent-work-growth	Social Welfare Function	0
decent-work-growth	Subjective Well-being	1
decent-work-growth	Treat Poverty Reduction	0
decent-work-growth	Trunk Road Network	0
decent-work-growth	Utility Function	0
decent-work-growth	Account Holder	0
decent-work-growth	Annual Average Growth Rate	0
decent-work-growth	Cent Gdp Growth	0
decent-work-growth	Decent Work	1
decent-work-growth	Develop Region	0
decent-work-growth	Economic Sec	0
decent-work-growth	Financial Exclusion	0
decent-work-growth	Gender Gap	0
decent-work-growth	Good Employment	1
decent-work-growth	Good Employment Opportunity	0
decent-work-growth	High Labour Productivity	0
decent-work-growth	Historical Norm	0
decent-work-growth	Inclusive Economic Growth	0
decent-work-growth	Labour Productivity	0
decent-work-growth	Lead	0
decent-work-growth	Ployment Rate	0
decent-work-growth	Sustainable Development	0
decent-work-growth	Sustainable Development Goal	0
decent-work-growth	Sustainable Development Goal Report	0
decent-work-growth	Wage Gap	0
decent-work-growth	Big Data	0
decent-work-growth	Collaborative Platform	0
decent-work-growth	Comprehension Skill	0
decent-work-growth	Data-driven Innovation	0
decent-work-growth	Digital Era	0
decent-work-growth	Digital Revolution	0
decent-work-growth	Disadvantaged Urban Neighbourhood	0
decent-work-growth	Employment Challenge	1
decent-work-growth	Fourth Industrial Revolution	1
decent-work-growth	Great Labour Mobility	1
decent-work-growth	Improve Labour Market Condition	1
decent-work-growth	Job Gap	1
decent-work-growth	Labour-market Entry	0
decent-work-growth	NEET Rate	1
decent-work-growth	NEET Youth	1
decent-work-growth	Non-routine Job	0
decent-work-growth	Non-standard Job	1
decent-work-growth	OECD Employment Outlook	0
decent-work-growth	OECD Youth	0
decent-work-growth	Secular Stagnation	1
decent-work-growth	Technological Unemployment	1
decent-work-growth	Traditional Labour Market	0
decent-work-growth	Youth Employment	1
decent-work-growth	Youth Employment Challenge	0
decent-work-growth	Youth Labour Market	1
decent-work-growth	Youth Labour Market Outcome	0
decent-work-growth	Youth Unemployment Rate	0
industry-innovation-and-infrastructure	Best-available Technology	0
industry-innovation-and-infrastructure	Broadband Access	1
industry-innovation-and-infrastructure	Business Broadband	1
industry-innovation-and-infrastructure	Business Usage	0
industry-innovation-and-infrastructure	Cable Market	0
industry-innovation-and-infrastructure	Cable Modem	0
industry-innovation-and-infrastructure	Cable Modem Service	1
industry-innovation-and-infrastructure	Cable Network	0
industry-innovation-and-infrastructure	Carbon Labelling	0
industry-innovation-and-infrastructure	Climate Adaptation	1
industry-innovation-and-infrastructure	Climate Change	0
industry-innovation-and-infrastructure	Climate Change Concern	0
industry-innovation-and-infrastructure	Climate Change Event	0
industry-innovation-and-infrastructure	Climate Change Impact	0
industry-innovation-and-infrastructure	Communication Equipment Export	0
industry-innovation-and-infrastructure	Communication Equipment Import	0
industry-innovation-and-infrastructure	Competitive Funding	0
industry-innovation-and-infrastructure	Competitive Funding Mechanism	0
industry-innovation-and-infrastructure	DSL Line	0
industry-innovation-and-infrastructure	DSL Service	0
industry-innovation-and-infrastructure	Digital Subscriber Line	0
industry-innovation-and-infrastructure	Digital Subscriber Line Price	0
industry-innovation-and-infrastructure	Digital Subscriber Line Service	0
industry-innovation-and-infrastructure	Financing Institution	0
industry-innovation-and-infrastructure	Fixed Wireless Broadband	1
industry-innovation-and-infrastructure	Fixed Wireless Network	0
industry-innovation-and-infrastructure	Freshwater Availability	0
industry-innovation-and-infrastructure	Global Connectivity	1
industry-innovation-and-infrastructure	IP Address	0
industry-innovation-and-infrastructure	Incoming Call	0
industry-innovation-and-infrastructure	Industrial Diversification	1
industry-innovation-and-infrastructure	Infrastructure Contract	1
industry-innovation-and-infrastructure	Infrastructure Project	1
industry-innovation-and-infrastructure	Intergovernmental Panel On Climate Change	0
industry-innovation-and-infrastructure	International Gateway Service	0
industry-innovation-and-infrastructure	Internet Access	1
industry-innovation-and-infrastructure	Internet Access Market	1
industry-innovation-and-infrastructure	Internet Connectivity	0
industry-innovation-and-infrastructure	Internet Exchange Point	0
industry-innovation-and-infrastructure	Internet Governance Forum	0
industry-innovation-and-infrastructure	Internet Market	0
industry-innovation-and-infrastructure	Internet Subscriber	1
industry-innovation-and-infrastructure	Internet-Based Opportunity	0
industry-innovation-and-infrastructure	Investor-state Dispute Settlement Mechanism	0
industry-innovation-and-infrastructure	Low-income User	0
industry-innovation-and-infrastructure	Low-lying Coastal Area	0
industry-innovation-and-infrastructure	Minimum Energy Performance Standard	0
industry-innovation-and-infrastructure	Mitigate Climate Change	0
industry-innovation-and-infrastructure	Mobile Network	1
industry-innovation-and-infrastructure	Mobile Operator	1
industry-innovation-and-infrastructure	Mobile User	1
industry-innovation-and-infrastructure	Multinational Enterprise	0
industry-innovation-and-infrastructure	Potential Climate Change Effect	0
industry-innovation-and-infrastructure	Private Participa	0
industry-innovation-and-infrastructure	Private Partner	0
industry-innovation-and-infrastructure	Private Sector Participant	0
industry-innovation-and-infrastructure	Private Sector Participation	1
industry-innovation-and-infrastructure	Private Sector Partner	0
industry-innovation-and-infrastructure	Proactive Agenda	0
industry-innovation-and-infrastructure	Provide Broadband Access	1
industry-innovation-and-infrastructure	Provide DSL Service	1
industry-innovation-and-infrastructure	Provide Digital Subscriber Line Service	0
industry-innovation-and-infrastructure	Public Research	1
industry-innovation-and-infrastructure	Public Sector Research	1
industry-innovation-and-infrastructure	Public Telecommunication Investment	1
industry-innovation-and-infrastructure	Research Assessment Exercise	0
industry-innovation-and-infrastructure	Research Base	0
industry-innovation-and-infrastructure	Responsible Business Conduct	0
industry-innovation-and-infrastructure	Responsible Business Conduct Principle	0
industry-innovation-and-infrastructure	Rural Broadband	1
industry-innovation-and-infrastructure	Sectoral Emission Target	0
industry-innovation-and-infrastructure	Service Infrastructure	0
industry-innovation-and-infrastructure	Short Message Service	0
industry-innovation-and-infrastructure	Small Island	0
industry-innovation-and-infrastructure	Small Island Develop State	1
industry-innovation-and-infrastructure	Telecommunication Carrier	0
industry-innovation-and-infrastructure	Telecommunication Revenue	0
industry-innovation-and-infrastructure	Trade Policy Approach	0
industry-innovation-and-infrastructure	Undersea Cable	0
industry-innovation-and-infrastructure	User Mobile Telephone Charge	0
industry-innovation-and-infrastructure	Viability Issue	0
industry-innovation-and-infrastructure	Village Phone Operator	0
industry-innovation-and-infrastructure	Vulnerable Economy	0
industry-innovation-and-infrastructure	Weak Governance Zone	0
industry-innovation-and-infrastructure	Wireless Broadband	1
industry-innovation-and-infrastructure	Allowance Trading	0
industry-innovation-and-infrastructure	Allowance Trading Programme	0
industry-innovation-and-infrastructure	Business Angel	0
industry-innovation-and-infrastructure	Case-based Reasoning	0
industry-innovation-and-infrastructure	Centre For Educational Research And Innovation	0
industry-innovation-and-infrastructure	Cognitive Science	0
industry-innovation-and-infrastructure	Community Development Bank	0
industry-innovation-and-infrastructure	Community Development Loan	0
industry-innovation-and-infrastructure	Community Development Loan Fund	0
industry-innovation-and-infrastructure	Compare Learning Model	0
industry-innovation-and-infrastructure	Conceptual Understanding	0
industry-innovation-and-infrastructure	Customise Learning	0
industry-innovation-and-infrastructure	Customise Learning Experience	0
industry-innovation-and-infrastructure	Deep Knowledge	0
industry-innovation-and-infrastructure	Development Bank	0
industry-innovation-and-infrastructure	Development Community	0
industry-innovation-and-infrastructure	Digital Economy	0
industry-innovation-and-infrastructure	Diverse Knowledge Source	0
industry-innovation-and-infrastructure	Early-stage Equity	0
industry-innovation-and-infrastructure	Emission Allowance Trading	0
industry-innovation-and-infrastructure	Environmental Cluster	0
industry-innovation-and-infrastructure	Environmental Cluster Research Programme	0
industry-innovation-and-infrastructure	European Investment Fund	0
industry-innovation-and-infrastructure	Financing Gap	0
industry-innovation-and-infrastructure	Financing Local Development Project	0
industry-innovation-and-infrastructure	G7 Business	0
industry-innovation-and-infrastructure	Improve SMEs Competitiveness	0
industry-innovation-and-infrastructure	Innovation Ecosystem	0
industry-innovation-and-infrastructure	Innovation Offset	0
industry-innovation-and-infrastructure	Innovative Research	0
industry-innovation-and-infrastructure	Innovative SMEs	0
industry-innovation-and-infrastructure	International Chamber Of Commerce	0
industry-innovation-and-infrastructure	Learn Science Research	0
industry-innovation-and-infrastructure	Leasing Industry	0
industry-innovation-and-infrastructure	Local Development Fund	1
industry-innovation-and-infrastructure	Low-sulphur Coal	0
industry-innovation-and-infrastructure	Micro-loan Fund	1
industry-innovation-and-infrastructure	Mutual Guarantee Scheme	0
industry-innovation-and-infrastructure	National Venture Capital Association	0
industry-innovation-and-infrastructure	Process Loan Application	1
industry-innovation-and-infrastructure	Public-private Dialogue	0
industry-innovation-and-infrastructure	Recommendation 31b	0
industry-innovation-and-infrastructure	Regional Guarantee Fund	0
industry-innovation-and-infrastructure	Revolving Credit	0
industry-innovation-and-infrastructure	SME Competitiveness	1
industry-innovation-and-infrastructure	SME Competitiveness Outlook	0
industry-innovation-and-infrastructure	SME Finance	0
industry-innovation-and-infrastructure	SME Financing	1
industry-innovation-and-infrastructure	SME Financing Gap	1
industry-innovation-and-infrastructure	SME Financing Programme	0
industry-innovation-and-infrastructure	SME Forum	0
industry-innovation-and-infrastructure	SME Lending	0
industry-innovation-and-infrastructure	SO2 Program	0
industry-innovation-and-infrastructure	SO2 Trading Program	0
industry-innovation-and-infrastructure	Science Research	1
industry-innovation-and-infrastructure	Sector Venture Capital	0
industry-innovation-and-infrastructure	Small Business	1
industry-innovation-and-infrastructure	Small Business Development	0
industry-innovation-and-infrastructure	Small Business Entrepreneur	0
industry-innovation-and-infrastructure	Small Business Finance	0
industry-innovation-and-infrastructure	Small Business Investment Company	0
industry-innovation-and-infrastructure	Small-and Medium-sized Enterprise	0
industry-innovation-and-infrastructure	Small-business Sector	1
industry-innovation-and-infrastructure	Strategic Niche	0
industry-innovation-and-infrastructure	Trade Facilitation Agreement	0
industry-innovation-and-infrastructure	Trade Obstacle	0
industry-innovation-and-infrastructure	Transitional Economy	0
industry-innovation-and-infrastructure	Universal Broadband	1
industry-innovation-and-infrastructure	Venture Capital	1
industry-innovation-and-infrastructure	Venture Capital Industry	0
industry-innovation-and-infrastructure	Venture Capital Policy	0
industry-innovation-and-infrastructure	Venture Capital Policy Review	0
industry-innovation-and-infrastructure	Virtual Schooling	0
industry-innovation-and-infrastructure	WTO Trade Facilitation Agreement	0
industry-innovation-and-infrastructure	Warehouse Receipt	0
industry-innovation-and-infrastructure	World Knowledge Competitiveness Index	0
industry-innovation-and-infrastructure	Absorption Capacity	0
industry-innovation-and-infrastructure	Asian City	0
industry-innovation-and-infrastructure	CO2 Emission	0
industry-innovation-and-infrastructure	Community Access Program	0
industry-innovation-and-infrastructure	Container Vessel	0
industry-innovation-and-infrastructure	Duty Cycle	0
industry-innovation-and-infrastructure	Electronic Manufacture Service	0
industry-innovation-and-infrastructure	Energy Efficiency Design Index	0
industry-innovation-and-infrastructure	Engine Power Output	0
industry-innovation-and-infrastructure	Environmental Impact Assessment	0
industry-innovation-and-infrastructure	Federal Traffic Infrastructure Plan	0
industry-innovation-and-infrastructure	Firm Level Investment	0
industry-innovation-and-infrastructure	Fuel Efficiency Gain	1
industry-innovation-and-infrastructure	Fuel Efficient Technology	0
industry-innovation-and-infrastructure	Geographic Information System	0
industry-innovation-and-infrastructure	Green Growth Action	1
industry-innovation-and-infrastructure	Green Growth Knowledge Platform	0
industry-innovation-and-infrastructure	Green Growth Policy	0
industry-innovation-and-infrastructure	Greening Public Procurement	0
industry-innovation-and-infrastructure	Heavy Fuel Oil	0
industry-innovation-and-infrastructure	High Speed Rail	0
industry-innovation-and-infrastructure	High Speed Rail Network	0
industry-innovation-and-infrastructure	Inclusion Probability	0
industry-innovation-and-infrastructure	Information Technology Agreement	0
industry-innovation-and-infrastructure	Intellec - Tual Property Right Protection	0
industry-innovation-and-infrastructure	Intellectual Property Right	0
industry-innovation-and-infrastructure	Intellectual Property Right System	0
industry-innovation-and-infrastructure	Intelligent Transportation System	0
industry-innovation-and-infrastructure	Intermodal Transport System	0
industry-innovation-and-infrastructure	Internal Combustion Engine	0
industry-innovation-and-infrastructure	Internal Combustion Engine Vehicle	0
industry-innovation-and-infrastructure	International Energy Agency Mobility Model	0
industry-innovation-and-infrastructure	Manage Urban Traffic Congestion	0
industry-innovation-and-infrastructure	Marginal Abatement Cost	0
industry-innovation-and-infrastructure	Marine Environment Protection Committee	0
industry-innovation-and-infrastructure	Outward Foreign Direct Investment	0
industry-innovation-and-infrastructure	Outward Foreign Direct Investment Position	0
industry-innovation-and-infrastructure	Public ??± Private Partnership Transaction	0
industry-innovation-and-infrastructure	Reduce Fuel Consumption	1
industry-innovation-and-infrastructure	Regulatory Independence	0
industry-innovation-and-infrastructure	Road Development	0
industry-innovation-and-infrastructure	Road Improvement Project	1
industry-innovation-and-infrastructure	Road Project	0
industry-innovation-and-infrastructure	Rural Access	1
industry-innovation-and-infrastructure	Rural Connectivity	0
industry-innovation-and-infrastructure	Rural Poverty	0
industry-innovation-and-infrastructure	Rural Road	1
industry-innovation-and-infrastructure	Rural Road Improvement	1
industry-innovation-and-infrastructure	Rural Road Project	0
industry-innovation-and-infrastructure	Rural Transport	1
industry-innovation-and-infrastructure	Sav Fuel	0
industry-innovation-and-infrastructure	Strategic Environmental Assessment	0
industry-innovation-and-infrastructure	Strategic Environmental Assessment Requirement	0
industry-innovation-and-infrastructure	Strategic Environmental Assessment System	0
industry-innovation-and-infrastructure	Sustainable Material Management	1
industry-innovation-and-infrastructure	Telecom Equipment Sector	0
industry-innovation-and-infrastructure	Third Party Access	0
industry-innovation-and-infrastructure	Transport Chapter	0
industry-innovation-and-infrastructure	Urban Green Growth Policy	0
industry-innovation-and-infrastructure	Urban Policy Context	0
industry-innovation-and-infrastructure	Urban Traffic Congestion	0
industry-innovation-and-infrastructure	Carbon Capture And Storage	0
industry-innovation-and-infrastructure	Carbon Footprint Labelling	0
industry-innovation-and-infrastructure	Clean Energy Finance Corporation	0
industry-innovation-and-infrastructure	Climate Resilient Green Economy	0
industry-innovation-and-infrastructure	Climate-resilient Infrastructure	0
industry-innovation-and-infrastructure	Core Green Technology	0
industry-innovation-and-infrastructure	Domestic LCR Infrastructure	0
industry-innovation-and-infrastructure	Economic Development And Poverty Reduction Strategy	0
industry-innovation-and-infrastructure	Emission Reduction Pledge	0
industry-innovation-and-infrastructure	Energy Efficiency Loan	0
industry-innovation-and-infrastructure	Energy Efficiency Resource Standard	0
industry-innovation-and-infrastructure	Energy Performance Contract	0
industry-innovation-and-infrastructure	Financing Green Urban Infrastructure	0
industry-innovation-and-infrastructure	Functional Urban Area	0
industry-innovation-and-infrastructure	Global Research Alliance	0
industry-innovation-and-infrastructure	"Governance Science , Technology And Innovation"	0
industry-innovation-and-infrastructure	Grassroots Innovation	0
industry-innovation-and-infrastructure	Grassroots Innovator	0
industry-innovation-and-infrastructure	Great City	0
industry-innovation-and-infrastructure	Great Investment	0
industry-innovation-and-infrastructure	Green Bond	0
industry-innovation-and-infrastructure	Green Economic Activity	0
industry-innovation-and-infrastructure	Green Economy	1
industry-innovation-and-infrastructure	Green Economy Accord	0
industry-innovation-and-infrastructure	Green Economy Initiative	0
industry-innovation-and-infrastructure	Green Economy Policy	0
industry-innovation-and-infrastructure	Green Economy Strategy	0
industry-innovation-and-infrastructure	Green Economy Transformation	0
industry-innovation-and-infrastructure	Green Economy Transition	0
industry-innovation-and-infrastructure	Green Growth Measurement	0
industry-innovation-and-infrastructure	Green Growth Strategy	0
industry-innovation-and-infrastructure	Green Infrastructure	1
industry-innovation-and-infrastructure	Green Investment Bank	0
industry-innovation-and-infrastructure	Green Technology	0
industry-innovation-and-infrastructure	Green Urban Infrastructure	1
industry-innovation-and-infrastructure	Include Innovation Policy	0
industry-innovation-and-infrastructure	Inclusive Green Economy	1
industry-innovation-and-infrastructure	Inclusive Growth	1
industry-innovation-and-infrastructure	Inclusive Growth Project	0
industry-innovation-and-infrastructure	Inclusive Innovation	1
industry-innovation-and-infrastructure	Inclusive Innovation Initiative	0
industry-innovation-and-infrastructure	Indian Urban	0
industry-innovation-and-infrastructure	Industry Outlook	0
industry-innovation-and-infrastructure	Inefficient Fossil-fuel Subsidy	0
industry-innovation-and-infrastructure	Infrastructure Credit Guarantee Fund	0
industry-innovation-and-infrastructure	Infrastructure LCR	0
industry-innovation-and-infrastructure	Innovation Policy	0
industry-innovation-and-infrastructure	LCR Infrastructure Investment	0
industry-innovation-and-infrastructure	LCR Investment	0
industry-innovation-and-infrastructure	Levelised Cost Of Energy	0
industry-innovation-and-infrastructure	Light-emitting Diode	0
industry-innovation-and-infrastructure	Low-Carbon Green Growth Strategy	0
industry-innovation-and-infrastructure	Low-carbon Green Growth	1
industry-innovation-and-infrastructure	Main Science And Technology Indicator	0
industry-innovation-and-infrastructure	National Innovation Council	0
industry-innovation-and-infrastructure	National Innovation Foundation	0
industry-innovation-and-infrastructure	"National Science , Technology And Innovation"	0
industry-innovation-and-infrastructure	OECD Inclusive Growth	0
industry-innovation-and-infrastructure	OECD Innovation Policy	0
industry-innovation-and-infrastructure	OECD Metropolitan Database	0
industry-innovation-and-infrastructure	"OECD Science , Technology And Innovation Outlook"	0
industry-innovation-and-infrastructure	OECD Urban Area	0
industry-innovation-and-infrastructure	Patent Code	0
industry-innovation-and-infrastructure	Payment For Environmental Service	0
industry-innovation-and-infrastructure	Private Finance Initiative	0
industry-innovation-and-infrastructure	Public Information Tool	0
industry-innovation-and-infrastructure	Research And Development Statistics	0
industry-innovation-and-infrastructure	Research Excellence Initiative	0
industry-innovation-and-infrastructure	Residential Energy Efficiency	0
industry-innovation-and-infrastructure	"Science , Technology And Innovation"	0
industry-innovation-and-infrastructure	"Science , Technology And Innovation Activity"	0
industry-innovation-and-infrastructure	"Science , Technology And Innovation Policy"	0
industry-innovation-and-infrastructure	Small And Medium Enterprise	0
industry-innovation-and-infrastructure	Social Innovation	0
industry-innovation-and-infrastructure	Sustainable Agriculture Technology	0
industry-innovation-and-infrastructure	Target Management System	0
industry-innovation-and-infrastructure	USD Purchasing Power Parity	0
industry-innovation-and-infrastructure	Urban Environmental Indicator	0
industry-innovation-and-infrastructure	Urban Green Growth	0
industry-innovation-and-infrastructure	Urban Green Infrastructure Project	1
industry-innovation-and-infrastructure	Urban Green Project	0
industry-innovation-and-infrastructure	Urban Mitigation Project	0
industry-innovation-and-infrastructure	Urban Policy-makers	0
industry-innovation-and-infrastructure	Urban Revenue Source	0
industry-innovation-and-infrastructure	ASEAN Economic Community	0
industry-innovation-and-infrastructure	Bilateral Trade Cost	0
industry-innovation-and-infrastructure	Border Agency	0
industry-innovation-and-infrastructure	Border Agency Co-operation	1
industry-innovation-and-infrastructure	Branchless Banking	0
industry-innovation-and-infrastructure	Clean-tech Cluster	0
industry-innovation-and-infrastructure	Clean-tech Company	1
industry-innovation-and-infrastructure	Cleantech Cluster	0
industry-innovation-and-infrastructure	Commonwealth Trade Policy Discussion Paper	0
industry-innovation-and-infrastructure	Conditional Cash Transfer	0
industry-innovation-and-infrastructure	Conditional Cash Transfer Scheme	0
industry-innovation-and-infrastructure	Continue Vocational Education And Training	0
industry-innovation-and-infrastructure	Creditor Reporting System	0
industry-innovation-and-infrastructure	Development Assistance Committee	0
industry-innovation-and-infrastructure	Enhanced Integrate Framework	0
industry-innovation-and-infrastructure	External Border Agency Cooperation	0
industry-innovation-and-infrastructure	Foreign Direct Investment Regulatory Restrictiveness Index	0
industry-innovation-and-infrastructure	Great Skill	1
industry-innovation-and-infrastructure	Green Growth	1
industry-innovation-and-infrastructure	Green Growth Indicator Framework	1
industry-innovation-and-infrastructure	Information And Commu - Nications Technology	0
industry-innovation-and-infrastructure	Insurance OECD Development	0
industry-innovation-and-infrastructure	Local Green Growth	0
industry-innovation-and-infrastructure	Logistics Performance Indicator	0
industry-innovation-and-infrastructure	Medium High-tech Industry	0
industry-innovation-and-infrastructure	Medium-high Tech	0
industry-innovation-and-infrastructure	Medium-low Tech Industry	0
industry-innovation-and-infrastructure	Middle-income Trap	0
industry-innovation-and-infrastructure	Module Location	0
industry-innovation-and-infrastructure	Multilateral Resistance	0
industry-innovation-and-infrastructure	National Medium Term Plan	0
industry-innovation-and-infrastructure	National Medium-term Development Plan	0
industry-innovation-and-infrastructure	Negative Investment List	0
industry-innovation-and-infrastructure	OECD Action Plan	0
industry-innovation-and-infrastructure	OECD Trade Policy Paper	0
industry-innovation-and-infrastructure	Private Sector Development Activity	0
industry-innovation-and-infrastructure	Private Sector Engagement	1
industry-innovation-and-infrastructure	Project-based Collaboration	0
industry-innovation-and-infrastructure	Provincial Minimum Wage	0
industry-innovation-and-infrastructure	Service Trade Restrictiveness Index	1
industry-innovation-and-infrastructure	Social Assistance Programme	0
industry-innovation-and-infrastructure	Specific Trade Facilitation Measure	0
industry-innovation-and-infrastructure	Sustainable Development Agendum	0
industry-innovation-and-infrastructure	Trade Facilitation	1
industry-innovation-and-infrastructure	Trade Facilitation Indicator	1
industry-innovation-and-infrastructure	Trade Facilitation Measure	1
industry-innovation-and-infrastructure	Turn Trade Opportunity	0
industry-innovation-and-infrastructure	World Business Council For Sustainable Development	0
industry-innovation-and-infrastructure	World Trade Organization	0
industry-innovation-and-infrastructure	World Trade Organization Trade Policy Review	0
industry-innovation-and-infrastructure	Analytical Business Enterprise Research	0
industry-innovation-and-infrastructure	Early Stage Expansion	0
industry-innovation-and-infrastructure	Encourage Innovation	1
industry-innovation-and-infrastructure	Foreign Direct Investment Limit	0
industry-innovation-and-infrastructure	Foster Product Market Competition	1
industry-innovation-and-infrastructure	Improve Education Achievement	0
industry-innovation-and-infrastructure	Income Contingent Loan Repayment	0
industry-innovation-and-infrastructure	Industry-science Link	0
